customer_id,industry,company_size,geography,subscription_tier,tenure_months,mrr,billing_frequency,discount_used,payment_delays,daily_active_users,feature_adoption_rate,avg_session_length,time_to_value_days,open_support_tickets,avg_resolution_time_hours,nps_score,support_sentiment,last_login_days,logins_last_7_days,logins_last_30_days,churn,engagement_delta,inactivity_streak,support_friction_index
CUST0173,Healthcare,Medium,India,Professional,8,1208.56,Monthly,0,4,73,0.7,47.24,53,1,56.07,-38,-0.88,48,20,40,0,10,41,56.07
CUST0174,Retail,Large,India,Enterprise,60,125.96,Monthly,0,5,4,0.17,74.97,36,6,65.71,19,0.11,9,1,91,0,-21.75,2,394.26
CUST0175,Retail,Medium,USA,Enterprise,33,765.53,Monthly,1,4,46,0.16,41.05,46,5,80.84,-53,-0.66,30,28,94,0,4.5,23,404.2
CUST0176,Healthcare,Large,UK,Basic,49,479.47,Monthly,1,0,18,0.44,52.24,13,1,3.3,4,0.93,43,3,80,0,-17,36,3.3
CUST0177,Finance,Large,Australia,Enterprise,12,545.43,Monthly,1,1,43,0.67,48.38,1,7,60.74,-42,0.05,24,6,34,0,-2.5,17,425.18
CUST0178,Technology,Large,USA,Basic,53,1117.59,Monthly,1,3,80,0.73,5.36,16,8,71.01,-24,0.11,19,18,39,0,8.25,12,568.08
CUST0179,Education,Small,UK,Enterprise,11,415.02,Monthly,0,0,33,0.22,56.14,55,6,41.86,71,0.81,56,29,21,0,23.75,49,251.16
CUST0180,Technology,Small,USA,Professional,5,602.02,Monthly,0,5,93,0.13,74.87,41,3,80.54,26,0.25,1,29,108,0,2,0,241.62
CUST0181,Technology,Medium,Australia,Basic,27,489.43,Monthly,1,3,10,0.94,15.86,22,0,28.15,-46,-0.39,54,16,47,0,4.25,47,0
CUST0182,Finance,Medium,India,Basic,12,1898.04,Monthly,0,0,73,0.3,54.3,32,3,38.77,-46,-0.41,47,15,52,1,2,40,116.31
CUST0183,Technology,Small,India,Professional,17,1890.44,Monthly,0,4,59,0.86,54.24,16,3,115.57,28,0,14,12,92,0,-11,7,346.71
CUST0184,Healthcare,Medium,UK,Basic,6,1227.68,Annual,0,5,31,0.87,16.45,51,7,42.42,35,0.73,27,23,9,0,20.75,20,296.94
CUST0185,Healthcare,Small,Canada,Enterprise,33,1850.55,Annual,0,5,28,0.78,12.86,15,3,42.23,26,0.59,12,23,17,0,18.75,5,126.69
CUST0186,Retail,Large,UK,Enterprise,5,1575.91,Monthly,0,3,60,0.21,88.24,58,3,71.89,31,0.93,49,21,98,0,-3.5,42,215.67
CUST0187,Education,Medium,Canada,Basic,57,1188.1,Annual,1,4,3,0.83,36.65,46,1,116.55,-16,-0.86,59,22,107,0,-4.75,52,116.55
CUST0188,Technology,Medium,USA,Enterprise,28,32.74,Annual,0,3,55,0.78,22.01,52,9,117.99,14,-0.46,51,25,79,0,5.25,44,1061.91
CUST0189,Technology,Small,USA,Basic,14,1549.58,Annual,0,2,14,0.62,17.08,42,6,69.98,80,-0.84,53,26,113,0,-2.25,46,419.88
CUST0190,Finance,Medium,Australia,Professional,5,1410.93,Monthly,1,0,58,0.37,60.75,53,3,1.13,-43,0.5,13,17,48,0,5,6,3.39
CUST0191,Healthcare,Medium,Canada,Basic,54,1238.2,Monthly,1,2,89,0.3,55.63,12,5,108.18,-64,-0.72,49,20,70,0,2.5,42,540.9
CUST0192,Education,Large,Australia,Professional,56,1525.64,Monthly,0,0,15,0.17,58.63,60,2,68.86,-52,-0.8,1,11,29,0,3.75,0,137.72
CUST0193,Retail,Medium,India,Enterprise,59,1035.59,Monthly,0,1,2,0.53,9.74,1,6,44.55,-34,0.12,33,22,18,0,17.5,26,267.3
CUST0194,Healthcare,Large,Canada,Professional,33,1414.08,Monthly,1,5,24,0.61,80.63,53,5,99.67,-82,-0.18,34,24,54,0,10.5,27,498.35
CUST0195,Retail,Small,UK,Enterprise,50,1871.64,Monthly,1,3,78,0.39,36.26,17,2,48.58,28,0.43,36,0,59,0,-14.75,29,97.16
CUST0196,Finance,Medium,India,Basic,48,764.09,Annual,1,1,64,0.5,29.58,41,3,5.05,-72,-0.03,24,14,86,0,-7.5,17,15.15
CUST0197,Finance,Large,India,Enterprise,41,1422.08,Annual,1,1,71,0.4,42.69,55,9,98.71,-14,-0.15,47,2,71,0,-15.75,40,888.39
CUST0198,Technology,Small,UK,Basic,19,961.86,Monthly,1,5,24,0.66,36.33,51,4,65.96,-68,-0.15,53,5,80,0,-15,46,263.84
CUST0199,Education,Medium,India,Basic,22,1355.31,Monthly,0,5,27,0.91,77.99,57,8,41.24,18,0.74,14,13,20,0,8,7,329.92
CUST0200,Retail,Small,Canada,Professional,5,1530.53,Monthly,1,0,37,0.21,83.77,50,5,30.86,79,-0.21,11,22,25,0,15.75,4,154.3
CUST0201,Healthcare,Medium,Australia,Professional,59,110,Annual,0,2,94,0.41,28.7,28,3,71.66,68,-0.33,8,5,27,0,-1.75,1,214.98
CUST0202,Finance,Small,India,Professional,2,1300.27,Monthly,1,4,91,0.18,78.03,7,6,25.76,50,-0.32,57,0,38,0,-9.5,50,154.56
CUST0203,Technology,Small,Canada,Professional,30,468.95,Monthly,0,0,39,0.64,70.77,9,1,39.54,32,-0.61,30,19,32,0,11,23,39.54
CUST0204,Technology,Large,USA,Enterprise,47,1346.66,Monthly,0,4,63,0.74,83.91,22,3,76.75,-30,0.72,13,5,39,1,-4.75,6,230.25
CUST0205,Retail,Small,Canada,Enterprise,39,947.29,Monthly,0,1,79,0.94,23.63,26,4,105.9,84,-0.71,28,7,82,0,-13.5,21,423.6
CUST0206,Finance,Medium,Australia,Enterprise,4,1551.63,Monthly,0,4,26,0.31,52.77,53,3,64.41,33,0.82,52,25,28,0,18,45,193.23
CUST0207,Education,Medium,Canada,Basic,33,264.33,Monthly,0,2,65,0.95,26.16,12,3,91.33,76,-0.43,47,14,19,1,9.25,40,273.99
CUST0208,Finance,Large,UK,Enterprise,13,1260.12,Annual,0,0,4,0.11,74.52,7,8,91.8,-79,0.8,42,13,19,0,8.25,35,734.4
CUST0209,Retail,Medium,Australia,Enterprise,20,571.37,Annual,0,5,29,0.62,2.47,46,1,80.06,-24,0.58,37,15,73,0,-3.25,30,80.06
CUST0210,Retail,Medium,USA,Enterprise,54,1708.9,Annual,1,2,1,0.1,51.7,47,5,30.25,-97,0.16,41,19,11,0,16.25,34,151.25
CUST0211,Finance,Medium,UK,Professional,7,1858.2,Annual,0,2,50,0.9,31.85,15,7,104.15,-29,0.34,59,22,119,0,-7.75,52,729.05
CUST0212,Retail,Small,Canada,Enterprise,15,1992.87,Monthly,1,0,86,0.55,30.4,38,7,52.92,91,-0.35,7,15,96,0,-9,0,370.44
CUST0213,Finance,Small,Australia,Basic,23,1596.09,Monthly,1,5,11,0.69,58.75,21,6,6.26,64,0.15,47,26,119,0,-3.75,40,37.56
CUST0214,Healthcare,Medium,USA,Professional,14,1512.39,Annual,1,2,74,0.84,76.93,14,9,30.11,58,-0.42,2,18,24,0,12,0,270.99
CUST0215,Finance,Large,UK,Basic,23,446.69,Annual,0,5,59,0.19,55.61,2,3,92.1,64,-0.2,1,23,24,0,17,0,276.3
CUST0216,Finance,Small,USA,Enterprise,19,685.29,Monthly,1,3,62,0.09,77.08,8,6,9.23,27,0.53,15,0,116,0,-29,8,55.38
CUST0217,Retail,Large,Canada,Professional,54,942.05,Monthly,0,3,81,0.88,25.28,45,9,18.54,-56,-0.51,18,3,3,0,2.25,11,166.86
CUST0218,Retail,Medium,USA,Basic,29,1551.29,Monthly,0,3,36,0.35,47.72,55,5,83.61,35,0.68,29,23,3,0,22.25,22,418.05
CUST0219,Technology,Medium,India,Enterprise,56,1831.63,Monthly,0,4,56,0.17,41.65,6,5,107.22,67,-0.25,40,9,8,0,7,33,536.1
CUST0220,Technology,Small,UK,Basic,20,394.5,Monthly,0,2,90,0.5,3.02,37,1,76.41,-8,0.06,15,19,14,0,15.5,8,76.41
CUST0221,Healthcare,Medium,USA,Basic,29,1846.29,Monthly,1,0,21,0.62,51,37,7,27.45,-96,0.88,30,17,119,0,-12.75,23,192.15
CUST0222,Technology,Small,Canada,Basic,24,1397.34,Monthly,0,0,13,0.08,60.21,57,7,7.36,55,0.36,53,1,25,0,-5.25,46,51.52
CUST0223,Finance,Medium,Canada,Enterprise,18,1229.33,Monthly,1,4,9,0.31,54.09,33,6,74.2,3,0.29,57,3,78,0,-16.5,50,445.2
CUST0224,Retail,Medium,USA,Enterprise,10,415.69,Annual,1,0,11,0.08,66.79,41,8,6.64,-20,0.42,27,14,89,0,-8.25,20,53.12
CUST0225,Technology,Small,Canada,Basic,41,129.94,Monthly,0,3,75,0.45,52.28,6,7,73.91,-14,0.84,3,28,91,1,5.25,0,517.37
CUST0226,Technology,Small,Australia,Professional,57,1145.56,Monthly,0,2,70,0.9,7.87,52,8,27.84,36,-0.5,9,3,70,0,-14.5,2,222.72
CUST0227,Healthcare,Small,Australia,Professional,8,1310,Monthly,0,0,1,0.98,12.25,26,8,108.65,29,0.23,50,15,31,0,7.25,43,869.2
CUST0228,Healthcare,Medium,Australia,Enterprise,26,437.35,Annual,0,0,70,0.66,54.49,39,5,57.54,-38,-0.2,44,14,75,0,-4.75,37,287.7
CUST0229,Finance,Medium,India,Enterprise,29,1121.78,Monthly,0,1,77,0.2,26.2,41,1,27.65,-50,-0.98,17,17,98,0,-7.5,10,27.65
CUST0230,Retail,Large,USA,Enterprise,10,1715.86,Annual,1,1,86,0.91,9.01,37,6,102.52,15,-0.75,46,6,51,0,-6.75,39,615.12
CUST0231,Healthcare,Small,India,Enterprise,17,1673.43,Monthly,1,1,56,0.54,39.81,14,2,31.23,12,-0.35,31,14,31,0,6.25,24,62.46
CUST0232,Technology,Medium,Canada,Enterprise,2,1856.16,Annual,0,2,31,0.2,50.78,37,6,37.49,-70,0.13,29,21,8,0,19,22,224.94
CUST0233,Retail,Medium,India,Professional,6,744.45,Annual,0,3,86,0.93,30.93,8,8,100.28,-94,0.76,35,10,77,0,-9.25,28,802.24
CUST0234,Retail,Small,Canada,Enterprise,58,649.74,Monthly,1,5,37,0.77,65.4,39,9,37.75,57,0.58,8,18,12,0,15,1,339.75
CUST0235,Technology,Large,Canada,Basic,5,1503.86,Monthly,0,3,47,0.75,58.65,13,9,49.81,85,0.11,35,7,55,0,-6.75,28,448.29
CUST0236,Healthcare,Small,UK,Basic,28,873.6,Monthly,1,3,91,0.72,31.29,13,1,42.37,-98,-0.85,28,23,43,0,12.25,21,42.37
CUST0237,Technology,Large,Australia,Professional,41,193.35,Monthly,0,2,78,0.24,68.43,40,5,14.85,-50,-0.43,15,0,96,0,-24,8,74.25
CUST0238,Retail,Medium,Canada,Basic,5,579.95,Monthly,0,2,47,0.25,59.09,43,5,5.63,-45,-0.27,27,2,95,0,-21.75,20,28.15
CUST0239,Education,Large,UK,Professional,18,848.79,Monthly,1,1,69,0.7,58.1,28,8,87.22,-28,0.24,20,4,82,0,-16.5,13,697.76
CUST0240,Education,Medium,Australia,Professional,26,599.18,Monthly,0,0,58,0.26,50.7,58,8,77.77,-91,-0.87,46,17,29,0,9.75,39,622.16
CUST0241,Finance,Small,Canada,Basic,20,677.77,Monthly,1,4,36,0.47,3,18,4,34.6,-40,0.06,55,11,15,0,7.25,48,138.4
CUST0242,Technology,Small,Canada,Enterprise,41,601.68,Monthly,1,4,32,0.79,63.29,57,4,36.18,-51,0.8,1,11,11,0,8.25,0,144.72
CUST0243,Technology,Small,India,Basic,49,102.17,Monthly,0,5,98,0.79,35.09,19,8,113.46,21,0.41,59,20,73,0,1.75,52,907.68
CUST0244,Finance,Large,India,Basic,27,1281.45,Monthly,0,0,64,0.48,84.95,38,7,118.53,74,0.59,58,26,65,0,9.75,51,829.71
CUST0245,Finance,Medium,Australia,Professional,49,1202.64,Monthly,1,5,71,0.8,73.98,32,6,57.34,-100,0.36,45,25,17,0,20.75,38,344.04
CUST0246,Finance,Small,Canada,Basic,12,1313.7,Monthly,1,1,42,0.85,53.72,22,7,96.49,84,-0.59,34,18,12,0,15,27,675.43
CUST0247,Retail,Small,USA,Professional,7,400.77,Monthly,0,5,48,0.67,24.19,2,5,88.67,-63,-0.78,53,8,92,0,-15,46,443.35
CUST0248,Technology,Medium,India,Enterprise,59,605.4,Annual,1,0,74,0.27,19.93,60,2,36.38,89,0.66,27,10,23,0,4.25,20,72.76
CUST0249,Retail,Small,Australia,Enterprise,3,1246.84,Monthly,0,0,81,0.31,31.95,13,6,7.97,-22,0.39,54,16,101,0,-9.25,47,47.82
CUST0250,Finance,Medium,Canada,Enterprise,10,1207.26,Monthly,0,4,30,0.35,43.94,23,7,17.96,-12,0.15,35,15,11,0,12.25,28,125.72
CUST0251,Technology,Medium,Canada,Basic,34,1022.53,Monthly,1,1,21,0.16,28.05,25,7,100.76,97,-0.62,30,3,59,0,-11.75,23,705.32
CUST0252,Retail,Medium,USA,Professional,25,713.82,Annual,0,2,60,0.31,47.31,28,0,88.01,-19,0.21,32,9,59,0,-5.75,25,0
CUST0253,Retail,Medium,Australia,Enterprise,35,1827.6,Annual,1,5,13,0.25,16.55,58,6,80.06,92,-0.94,22,21,92,0,-2,15,480.36
CUST0254,Finance,Medium,Canada,Professional,16,692.75,Annual,0,4,1,0.48,88.04,11,2,16.55,89,-0.76,59,14,85,0,-7.25,52,33.1
CUST0255,Technology,Large,India,Professional,2,922.13,Monthly,0,5,65,0.91,11.5,33,1,77.15,83,-0.38,40,24,99,0,-0.75,33,77.15
CUST0256,Finance,Small,USA,Enterprise,60,1362.67,Monthly,0,5,33,0.15,84.01,24,1,92.89,-34,-0.11,16,18,0,0,18,9,92.89
CUST0257,Technology,Large,Australia,Enterprise,24,1095.18,Monthly,0,2,38,0.73,82.39,2,7,103.41,-84,-0.76,45,2,42,0,-8.5,38,723.87
CUST0258,Education,Small,USA,Professional,10,706.83,Monthly,1,1,25,0.7,48.23,30,8,2.57,26,-0.76,48,27,54,0,13.5,41,20.56
CUST0259,Healthcare,Large,India,Enterprise,38,882.58,Annual,0,0,26,0.14,65.79,17,2,82.45,11,0.45,0,20,39,0,10.25,0,164.9
CUST0260,Healthcare,Medium,Australia,Professional,22,1593.07,Monthly,0,3,77,0.93,40.37,40,2,3.27,35,0.14,41,22,63,0,6.25,34,6.54
CUST0261,Healthcare,Small,USA,Professional,26,570.7,Annual,0,5,59,0.59,57.44,34,5,85.12,-41,0.07,22,29,33,0,20.75,15,425.6
CUST0262,Finance,Small,UK,Enterprise,43,301.67,Monthly,0,3,92,0.4,31.97,38,9,76.64,-61,-0.1,47,4,33,1,-4.25,40,689.76
CUST0263,Education,Large,India,Basic,55,640.06,Annual,1,1,33,0.77,28.5,22,0,18.65,-12,0.95,26,10,47,0,-1.75,19,0
CUST0264,Technology,Large,India,Enterprise,39,1702.08,Monthly,0,3,41,0.29,52.88,5,5,92.17,89,-0.9,24,23,32,0,15,17,460.85
CUST0265,Retail,Small,India,Basic,27,196.2,Monthly,0,5,30,0.71,45.84,48,2,9.13,-60,-0.64,31,4,67,0,-12.75,24,18.26
CUST0266,Technology,Large,UK,Professional,29,1983.56,Monthly,0,2,57,0.09,53,40,3,99.34,39,0.3,18,6,101,0,-19.25,11,298.02
CUST0267,Retail,Large,UK,Professional,47,1091.19,Monthly,0,3,49,0.85,27.23,51,8,32.17,14,-0.73,23,5,29,0,-2.25,16,257.36
CUST0268,Technology,Large,Canada,Basic,38,1969.99,Monthly,0,1,48,0.48,34.29,16,2,82.97,-1,0.18,56,29,116,0,0,49,165.94
CUST0269,Education,Medium,USA,Professional,20,1879.21,Annual,0,1,72,0.65,9.38,13,0,110.92,16,0.14,2,25,115,0,-3.75,0,0
CUST0270,Retail,Medium,Canada,Basic,27,916.57,Monthly,0,2,49,0.26,6.6,26,2,41.44,81,0.94,59,12,109,0,-15.25,52,82.88
CUST0271,Finance,Large,USA,Basic,41,413.01,Monthly,1,3,47,0.69,24.3,31,6,60.84,-12,0.77,11,1,83,0,-19.75,4,365.04
CUST0272,Technology,Large,UK,Professional,54,346.47,Monthly,1,3,56,0.78,8.53,52,6,56.11,-8,0.89,34,18,89,0,-4.25,27,336.66
CUST0273,Technology,Medium,UK,Basic,20,495.18,Monthly,0,0,65,0.5,11.13,39,4,19.76,38,-0.77,14,10,78,0,-9.5,7,79.04
CUST0274,Retail,Medium,Canada,Enterprise,44,1426.06,Annual,0,4,12,0.64,73.54,48,0,71.25,-41,0.74,16,26,70,0,8.5,9,0
CUST0275,Finance,Small,Australia,Enterprise,19,560.44,Annual,0,1,69,0.48,5.42,23,7,89.42,-33,-0.74,49,19,70,0,1.5,42,625.94
CUST0276,Finance,Small,Canada,Professional,20,696.02,Annual,0,0,88,0.9,59.99,48,9,110.11,-23,0.27,31,4,113,0,-24.25,24,990.99
CUST0277,Education,Medium,USA,Professional,35,908.58,Annual,0,1,6,0.52,25.99,12,7,102.25,-55,0.44,6,8,28,0,1,0,715.75
CUST0278,Finance,Large,Canada,Basic,47,1828.2,Annual,0,0,89,0.85,78.7,14,9,61.69,-63,-0.68,18,5,22,0,-0.5,11,555.21
CUST0279,Finance,Large,India,Basic,2,395,Monthly,0,4,65,0.81,44.68,56,9,86.56,88,0.27,6,16,33,0,7.75,0,779.04
CUST0280,Finance,Large,USA,Basic,30,29.95,Annual,0,0,25,0.44,28.89,18,9,96.29,-84,-0.9,4,18,83,0,-2.75,0,866.61
CUST0281,Healthcare,Large,USA,Basic,53,138.99,Monthly,0,1,1,0.27,47.55,27,1,59.73,-35,-0.41,57,22,14,0,18.5,50,59.73
CUST0282,Education,Small,Australia,Enterprise,34,1811.44,Monthly,0,3,32,0.44,35.61,28,9,14.74,99,0.84,39,7,96,0,-17,32,132.66
CUST0283,Technology,Medium,UK,Enterprise,22,1302.08,Monthly,0,1,3,0.83,51.66,18,2,53.11,-65,-0.66,20,6,52,0,-7,13,106.22
CUST0284,Retail,Large,USA,Professional,3,560.62,Annual,0,5,49,0.27,12.08,16,3,101.25,-27,-0.87,47,4,16,1,0,40,303.75
CUST0285,Technology,Small,UK,Basic,6,370.84,Annual,0,2,19,0.55,89.74,52,0,72,-94,-0.11,47,14,63,0,-1.75,40,0
CUST0286,Education,Large,Canada,Basic,15,602.65,Monthly,0,2,60,0.82,39.45,16,3,87.21,-85,0.7,50,9,83,0,-11.75,43,261.63
CUST0287,Retail,Medium,India,Professional,27,247.3,Annual,0,5,29,0.39,32.64,13,4,23.05,-87,-0.85,56,23,60,0,8,49,92.2
CUST0288,Education,Small,Australia,Basic,10,1884.24,Annual,0,2,50,0.66,64.5,58,2,115.76,-21,-0.29,46,15,56,0,1,39,231.52
CUST0289,Finance,Medium,UK,Basic,9,1572.73,Monthly,0,2,2,0.28,34.02,29,9,49.09,-76,0.8,6,8,76,0,-11,0,441.81
CUST0290,Retail,Medium,USA,Basic,33,935.53,Monthly,0,4,73,0.15,75.33,9,1,78.78,4,-0.76,36,6,107,0,-20.75,29,78.78
CUST0291,Finance,Small,UK,Basic,32,1732.63,Annual,0,3,56,0.8,41.98,26,5,3.25,-97,-0.38,22,10,87,0,-11.75,15,16.25
CUST0292,Technology,Small,USA,Basic,48,513.93,Monthly,0,3,17,0.14,65.32,28,7,16.15,56,0.56,10,8,117,0,-21.25,3,113.05
CUST0293,Technology,Small,UK,Professional,6,1439.9,Monthly,1,1,60,0.31,11.46,41,6,94.06,26,0.09,9,16,110,0,-11.5,2,564.36
CUST0294,Retail,Small,USA,Basic,41,1715.14,Monthly,0,5,36,0.86,76.46,13,0,116.19,-45,0.66,56,29,119,0,-0.75,49,0
CUST0295,Retail,Small,Canada,Professional,59,726.4,Monthly,0,0,61,0.38,66.74,36,3,39.09,-95,-0.78,20,8,36,0,-1,13,117.27
CUST0296,Education,Small,USA,Basic,36,1519.78,Annual,1,1,17,0.97,20.63,9,2,5.42,28,0.84,54,2,6,0,0.5,47,10.84
CUST0297,Education,Small,USA,Enterprise,59,604.24,Monthly,0,1,49,0.98,14.79,47,5,43.94,66,0.87,58,21,7,0,19.25,51,219.7
CUST0298,Finance,Large,India,Enterprise,60,611.74,Annual,0,1,76,0.3,29.83,14,8,3.08,28,-0.69,40,7,86,0,-14.5,33,24.64
CUST0299,Retail,Medium,USA,Enterprise,2,231.97,Annual,1,1,60,0.09,87.89,51,8,23.89,14,-0.93,32,18,77,0,-1.25,25,191.12
CUST0300,Technology,Small,India,Enterprise,29,891.31,Annual,1,3,20,0.72,24.6,12,6,90.54,90,0.98,19,19,67,0,2.25,12,543.24
CUST0301,Education,Large,Australia,Professional,4,1464.83,Monthly,0,0,50,0.48,42.14,53,8,112.51,-44,-0.04,32,15,20,0,10,25,900.08
CUST0302,Education,Large,India,Professional,1,1881.64,Monthly,0,1,3,0.15,4.64,58,7,11.41,94,0.14,39,6,60,0,-9,32,79.87
CUST0303,Technology,Large,Canada,Basic,19,1215.52,Monthly,0,3,43,0.72,36.96,57,4,67.39,-36,0.23,34,27,109,0,-0.25,27,269.56
CUST0304,Education,Medium,India,Enterprise,26,1729.01,Monthly,0,1,57,0.08,52.28,32,8,31.21,-36,0.58,33,6,73,0,-12.25,26,249.68
CUST0305,Finance,Small,Australia,Professional,25,1648.54,Annual,0,2,50,0.88,85.87,38,6,17.55,2,0.62,35,19,85,1,-2.25,28,105.3
CUST0306,Retail,Large,Canada,Basic,10,363.22,Monthly,0,1,68,0.18,47.47,3,4,27.06,-80,-0.61,26,24,93,0,0.75,19,108.24
CUST0307,Technology,Medium,UK,Basic,53,981.92,Monthly,0,5,81,0.17,74.08,58,7,69.75,57,-0.53,18,12,93,0,-11.25,11,488.25
CUST0308,Retail,Medium,UK,Professional,15,251.51,Monthly,1,5,50,0.22,50.15,57,6,8.75,-68,0.75,42,2,79,0,-17.75,35,52.5
CUST0309,Education,Medium,India,Enterprise,59,1370.66,Annual,1,1,37,0.96,5.59,54,8,52.67,75,0.64,4,11,74,0,-7.5,0,421.36
CUST0310,Education,Large,India,Basic,22,1900.8,Annual,0,4,46,0.71,29.72,52,9,17.09,-79,0.24,28,23,85,0,1.75,21,153.81
CUST0311,Technology,Small,Australia,Enterprise,51,291.44,Monthly,0,2,42,0.81,52.65,16,0,33.45,81,0.99,55,7,28,0,0,48,0
CUST0312,Finance,Large,Australia,Enterprise,48,1473.09,Annual,0,0,15,0.43,85.65,20,8,23.7,9,0.47,9,12,24,0,6,2,189.6
CUST0313,Healthcare,Large,USA,Enterprise,21,1271.83,Monthly,1,1,33,0.37,77.6,32,6,106.07,-97,-0.57,55,19,57,0,4.75,48,636.42
CUST0314,Technology,Small,Australia,Basic,59,1175.54,Monthly,0,0,80,0.27,22.1,56,0,85.25,82,0.69,58,15,13,0,11.75,51,0
CUST0315,Healthcare,Small,USA,Enterprise,56,792.44,Annual,0,2,11,0.51,21.37,23,0,104.35,71,-0.17,54,6,77,0,-13.25,47,0
CUST0316,Healthcare,Small,Canada,Basic,22,723.16,Monthly,0,1,20,0.57,19.7,17,4,46.63,39,-0.93,39,3,65,0,-13.25,32,186.52
CUST0317,Finance,Medium,India,Enterprise,36,109.59,Annual,0,4,24,0.65,83.18,16,7,38.3,-27,-0.36,12,28,53,0,14.75,5,268.1
CUST0318,Healthcare,Small,Canada,Basic,34,451.46,Monthly,0,3,64,0.29,77.03,38,8,46.29,18,0.53,28,11,76,0,-8,21,370.32
CUST0319,Healthcare,Large,Australia,Enterprise,30,50.05,Monthly,1,4,80,0.95,70.19,8,5,3.21,79,0.92,4,16,66,0,-0.5,0,16.05
CUST0320,Finance,Small,Canada,Professional,25,1171.21,Annual,1,4,94,0.21,36.56,19,9,87.24,-8,-0.45,57,0,29,0,-7.25,50,785.16
CUST0321,Healthcare,Large,Canada,Enterprise,45,229.59,Monthly,0,3,98,0.97,46.39,30,7,42.62,-36,-0.51,57,29,17,0,24.75,50,298.34
CUST0322,Healthcare,Medium,Canada,Enterprise,28,1748.58,Annual,0,3,65,0.06,42.86,57,5,38.29,-36,0.13,58,16,53,1,2.75,51,191.45
CUST0323,Healthcare,Large,Australia,Basic,1,1055.82,Annual,0,5,88,0.51,24.3,58,5,72.18,-91,0.62,11,1,99,0,-23.75,4,360.9
CUST0324,Technology,Large,Canada,Basic,49,1405.39,Monthly,1,3,88,0.37,46.44,34,3,52.91,45,0.49,58,5,20,0,0,51,158.73
CUST0325,Technology,Small,USA,Enterprise,45,833.5,Monthly,1,1,73,0.48,4.68,14,4,117.72,-54,0.12,12,11,52,0,-2,5,470.88
CUST0326,Technology,Small,Australia,Professional,4,1129.95,Monthly,1,0,86,0.59,13.6,22,1,43.39,-35,0.26,21,25,82,0,4.5,14,43.39
CUST0327,Finance,Large,Canada,Professional,7,1886.47,Monthly,1,5,76,0.46,80.02,44,2,74.05,-52,-0.52,39,10,15,0,6.25,32,148.1
CUST0328,Education,Small,Australia,Basic,49,183.81,Monthly,0,5,17,0.44,68.15,17,2,38.09,99,-0.13,14,20,27,0,13.25,7,76.18
CUST0329,Healthcare,Medium,UK,Professional,9,522.8,Monthly,0,0,89,0.75,39.21,60,4,118.88,-79,-0.49,12,10,3,0,9.25,5,475.52
CUST0330,Healthcare,Medium,USA,Enterprise,36,1564.38,Monthly,0,5,92,0.7,47.51,59,4,53.97,-15,0.77,0,17,114,0,-11.5,0,215.88
CUST0331,Finance,Small,Canada,Basic,19,215.5,Monthly,1,3,61,0.84,34.56,15,5,76.46,-75,-0.77,53,7,54,0,-6.5,46,382.3
CUST0332,Healthcare,Medium,UK,Enterprise,1,169.81,Annual,0,4,15,0.29,67.19,50,4,16.08,36,0.36,37,24,14,0,20.5,30,64.32
CUST0333,Technology,Small,UK,Basic,10,735.85,Annual,0,2,94,0.63,71.01,48,5,88.23,48,-0.48,42,6,63,0,-9.75,35,441.15
CUST0334,Education,Large,Australia,Basic,36,202.49,Annual,1,3,51,0.61,69.17,32,7,33.04,-6,-0.05,44,27,64,0,11,37,231.28
CUST0335,Retail,Large,UK,Basic,9,1178.46,Monthly,0,4,27,0.4,65.59,13,1,54.38,90,-0.4,52,13,111,0,-14.75,45,54.38
CUST0336,Healthcare,Medium,USA,Basic,45,468.02,Annual,0,4,86,0.51,20,21,3,106.09,6,-0.35,51,15,110,1,-12.5,44,318.27
CUST0337,Technology,Small,USA,Professional,46,1793.48,Monthly,1,5,74,0.35,31.74,49,5,116.5,33,-0.48,0,11,15,0,7.25,0,582.5
CUST0338,Retail,Small,India,Enterprise,42,1571.33,Annual,0,1,61,0.18,43.35,40,4,51.52,-87,0.51,10,8,117,0,-21.25,3,206.08
CUST0339,Education,Medium,USA,Enterprise,32,1405.42,Annual,0,1,58,0.25,31.11,33,0,100.34,60,-0.27,57,19,19,0,14.25,50,0
CUST0340,Retail,Large,UK,Enterprise,32,1241.55,Monthly,1,5,31,0.15,68.43,57,8,7.35,-30,0.45,42,28,63,0,12.25,35,58.8
CUST0341,Technology,Medium,USA,Basic,6,1729.66,Monthly,0,5,91,0.7,30.98,58,2,101.86,51,-0.09,39,22,32,0,14,32,203.72
CUST0342,Retail,Large,Australia,Professional,48,461.66,Annual,1,0,12,0.68,14.16,27,1,75.91,100,0.09,21,20,80,0,0,14,75.91
CUST0343,Finance,Small,India,Enterprise,38,1748.76,Annual,0,0,46,0.95,37.12,35,8,59.16,-26,0.09,34,15,68,0,-2,27,473.28
CUST0344,Retail,Large,UK,Professional,17,1583.19,Annual,0,2,31,0.74,88.23,16,6,106.91,19,0.95,59,20,68,0,3,52,641.46
CUST0345,Healthcare,Medium,India,Basic,10,1501.36,Monthly,1,2,32,0.1,21.88,28,4,101.6,11,-0.27,50,18,57,0,3.75,43,406.4
CUST0346,Healthcare,Small,UK,Enterprise,50,1131.29,Monthly,0,2,32,0.89,55.87,34,5,36.34,-50,-0.58,43,15,38,0,5.5,36,181.7
